"gene_symbol","gene_biotype","seqnames","start","end","strand","domain_start","domain_end","domain_width","promoter_h3k4me3","domain_h3k4me3","promoter_h3k27ac","domain_h3k27ac","promoter_ctcf","domain_ctcf","distal_h3k27ac","regulatory_class"
"KIF6","protein_coding","NC_058372.1",37649123,38035612,"-",37837293,38103479,266187,1,2,1,3,0,2,2,"active_promoter"
"DAAM2","protein_coding","NC_058372.1",38103543,38222200,"+",38103479,38137686,34208,1,1,1,16,1,2,15,"active_promoter"
"LOC101085888","protein_coding","NC_058372.1",38118439,38118983,"-",38103479,38137686,34208,0,1,1,16,0,2,15,"distal_enhancer_only"
"MOCS1","protein_coding","NC_058372.1",38222850,38259804,"-",38259598,38304132,44535,1,1,1,1,1,2,0,"active_promoter"
"LOC123385356","lncRNA","NC_058372.1",38342414,38361673,"-",38354918,38466895,111978,0,0,0,4,0,2,4,"distal_enhancer_only"
"LOC123385357","lncRNA","NC_058372.1",38465562,38519048,"-",38506123,38527505,21383,0,0,0,0,0,2,0,"no_active_mark"
"LOC109500154","lncRNA","NC_058372.1",38526356,38530295,"+",38506123,38527505,21383,0,0,0,0,0,2,0,"no_active_mark"
"LOC109500155","lncRNA","NC_058372.1",38535648,38557520,"+",38535266,38567453,32188,0,0,0,0,1,2,0,"no_active_mark"
"LOC102899998","lncRNA","NC_058372.1",38564906,38585546,"-",38567453,38587700,20248,0,0,0,0,1,2,0,"no_active_mark"
"LOC123385359","lncRNA","NC_058372.1",38610277,38623195,"-",38623090,38647121,24032,1,1,1,2,1,2,1,"active_promoter"
"LOC123385358","lncRNA","NC_058372.1",38622794,38632169,"+",38587700,38623090,35391,1,1,1,1,1,2,0,"active_promoter"
"LRFN2","protein_coding","NC_058372.1",38634246,38824388,"-",38815742,39014595,198854,0,2,0,5,0,2,5,"distal_enhancer_only"
"LOC109499660","lncRNA","NC_058372.1",38755129,38758792,"+",38729368,38767726,38359,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC109499661","lncRNA","NC_058372.1",38771240,38781030,"+",38767726,38775891,8166,0,0,0,0,0,2,0,"no_active_mark"
"LOC123385360","lncRNA","NC_058372.1",38867347,38897383,"-",38815742,39014595,198854,0,2,0,5,0,2,5,"distal_enhancer_only"
"LOC123385361","lncRNA","NC_058372.1",38938901,38941872,"-",38815742,39014595,198854,0,2,0,5,0,2,5,"distal_enhancer_only"
"LOC102900136","lncRNA","NC_058372.1",38941885,38944106,"+",38815742,39014595,198854,0,2,0,5,0,2,5,"distal_enhancer_only"
"LOC109500156","lncRNA","NC_058372.1",39026795,39039662,"+",39020929,39028799,7871,0,0,0,0,0,2,0,"no_active_mark"
"LOC109500157","lncRNA","NC_058372.1",39178021,39180173,"-",39102243,39184530,82288,0,0,0,0,0,2,0,"no_active_mark"
"UNC5CL","protein_coding","NC_058372.1",39222088,39233491,"-",39223404,39233646,10243,1,2,0,0,1,2,0,"primed_promoter"
"TSPO2","protein_coding","NC_058372.1",39233586,39238268,"+",39223404,39233646,10243,1,2,0,0,1,2,0,"primed_promoter"
"LOC123385695","lncRNA","NC_058372.1",39239426,39243555,"-",39243053,39262135,19083,0,0,0,1,1,2,1,"distal_enhancer_only"
"APOBEC2","protein_coding","NC_058372.1",39247691,39260722,"+",39243053,39262135,19083,0,0,0,1,0,2,1,"distal_enhancer_only"
"OARD1","protein_coding","NC_058372.1",39261889,39267702,"-",39267533,39268517,985,1,1,1,1,2,2,0,"active_promoter"
"NFYA","protein_coding","NC_058372.1",39267999,39301588,"+",39267533,39268517,985,1,1,1,1,3,2,0,"active_promoter"
"LOC101090105","protein_coding","NC_058372.1",39302279,39353505,"+",39294418,39302899,8482,1,1,1,1,1,2,0,"active_promoter"
"TREML1","protein_coding","NC_058372.1",39362176,39367407,"-",39315607,39383183,67577,0,0,0,1,0,2,1,"distal_enhancer_only"
"TREM2","protein_coding","NC_058372.1",39371140,39375871,"-",39315607,39383183,67577,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC101090615","protein_coding","NC_058372.1",39384683,39396026,"-",39383183,39407451,24269,0,1,0,1,0,2,1,"distal_enhancer_only"
"TREML2","protein_coding","NC_058372.1",39396496,39406685,"-",39383183,39407451,24269,1,1,1,1,1,2,0,"active_promoter"
"LOC102902296","lncRNA","NC_058372.1",39406791,39414315,"+",39383183,39407451,24269,1,1,1,1,1,2,0,"active_promoter"
"TREM1","protein_coding","NC_058372.1",39416817,39442390,"-",39407451,39477683,70233,0,1,0,1,0,2,1,"distal_enhancer_only"
"NCR2","protein_coding","NC_058372.1",39496037,39503458,"+",39494701,39525108,30408,0,0,0,0,1,2,0,"no_active_mark"
"LOC102902365","lncRNA","NC_058372.1",39535521,39536928,"-",39529287,39576538,47252,0,3,0,0,0,2,0,"no_active_mark"
"LOC109500159","lncRNA","NC_058372.1",39624208,39629185,"-",39613185,39647835,34651,0,2,0,2,0,2,2,"distal_enhancer_only"
"LOC123385696","lncRNA","NC_058372.1",39634169,39635360,"+",39613185,39647835,34651,0,2,0,2,0,2,2,"distal_enhancer_only"
"LOC102902397","lncRNA","NC_058372.1",39684201,39687725,"-",39647835,39688212,40378,1,2,1,2,1,2,1,"active_promoter"
"FOXP4","protein_coding","NC_058372.1",39688139,39739279,"+",39647835,39688212,40378,1,2,1,2,1,2,1,"active_promoter"
"LOC123385365","lncRNA","NC_058372.1",39695235,39701699,"-",39696683,39731087,34405,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC123385364","protein_coding","NC_058372.1",39741864,39744778,"-",39741539,39751949,10411,0,0,0,0,0,2,0,"no_active_mark"
"MDFI","protein_coding","NC_058372.1",39773198,39789285,"+",39751949,39788814,36866,1,2,1,2,0,2,1,"active_promoter"
"LOC109499665","lncRNA","NC_058372.1",39819532,39820418,"+",39788814,39820647,31834,0,1,0,0,0,2,0,"no_active_mark"
"TFEB","protein_coding","NC_058372.1",39822330,39877059,"-",39874632,39881868,7237,1,1,1,1,0,2,0,"active_promoter"
"LOC109499666","protein_coding","NC_058372.1",39875459,39887006,"+",39874632,39881868,7237,1,1,2,1,1,2,0,"active_promoter"
"PGC","protein_coding","NC_058372.1",39878752,39887223,"-",39881868,39908503,26636,0,0,0,0,0,2,0,"no_active_mark"
"FRS3","protein_coding","NC_058372.1",39908045,39931486,"-",39918988,39937174,18187,0,2,0,4,0,2,4,"distal_enhancer_only"
"PRICKLE4","protein_coding","NC_058372.1",39918194,39924562,"+",39918092,39918988,897,1,1,1,1,1,2,0,"active_promoter"
"TOMM6","protein_coding","NC_058372.1",39924976,39926426,"+",39918988,39937174,18187,1,2,1,4,0,2,3,"active_promoter"
"USP49","protein_coding","NC_058372.1",39926427,40022140,"-",40014891,40022193,7303,0,1,0,1,1,2,1,"distal_enhancer_only"
"MED20","protein_coding","NC_058372.1",40020639,40031814,"-",40026722,40031842,5121,1,1,1,1,1,2,0,"active_promoter"
"BYSL","protein_coding","NC_058372.1",40031861,40041324,"+",40031842,40043873,12032,1,1,1,3,1,2,2,"active_promoter"
"CCND3","protein_coding","NC_058372.1",40042432,40139032,"-",40134320,40157223,22904,1,1,1,3,0,2,2,"active_promoter"
"TAF8","protein_coding","NC_058372.1",40138249,40160942,"+",40134320,40157223,22904,1,1,3,3,0,2,0,"active_promoter"
"CB2H6orf132","protein_coding","NC_058372.1",40182739,40216979,"-",40216648,40235357,18710,1,1,1,1,1,2,0,"active_promoter"
"GUCA1ANB","protein_coding","NC_058372.1",40228525,40234716,"+",40216648,40235357,18710,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123385697","lncRNA","NC_058372.1",40237280,40238529,"-",40237501,40249184,11684,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC109499669","lncRNA","NC_058372.1",40240343,40245836,"-",40237501,40249184,11684,0,1,0,2,0,2,2,"distal_enhancer_only"
"GUCA1A","protein_coding","NC_058372.1",40242537,40249596,"+",40237501,40249184,11684,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC123385366","lncRNA","NC_058372.1",40246124,40247977,"-",40237501,40249184,11684,1,1,2,2,1,2,0,"active_promoter"
"GUCA1B","protein_coding","NC_058372.1",40251279,40261566,"-",40249184,40278748,29565,0,1,0,1,0,2,1,"distal_enhancer_only"
"MRPS10","protein_coding","NC_058372.1",40269103,40289078,"-",40288964,40298764,9801,1,1,1,2,1,2,1,"active_promoter"
"TRERF1","protein_coding","NC_058372.1",40293514,40504262,"-",40494803,40504638,9836,1,1,1,2,1,2,1,"active_promoter"
"LOC109499671","lncRNA","NC_058372.1",40348888,40354927,"+",40326219,40494803,168585,0,1,0,9,0,2,9,"distal_enhancer_only"
"LOC109499672","lncRNA","NC_058372.1",40388744,40413431,"+",40326219,40494803,168585,0,1,0,9,0,2,9,"distal_enhancer_only"
"UBR2","protein_coding","NC_058372.1",40617649,40745987,"+",40605416,40618136,12721,1,1,1,1,1,2,0,"active_promoter"
"LOC123385368","lncRNA","NC_058372.1",40622111,40657828,"-",40618136,40715618,97483,0,1,0,1,0,2,1,"distal_enhancer_only"
"PRPH2","protein_coding","NC_058372.1",40747303,40764389,"-",40747064,40767416,20353,0,0,0,0,0,2,0,"no_active_mark"
"TBCC","protein_coding","NC_058372.1",40780509,40782472,"-",40781277,40782927,1651,1,1,1,1,1,2,0,"active_promoter"
"BICRAL","protein_coding","NC_058372.1",40782742,40889324,"+",40781277,40782927,1651,1,1,1,1,2,2,0,"active_promoter"
"LOC102899956","lncRNA","NC_058372.1",40835005,40849791,"-",40848788,40893197,44410,1,4,1,4,0,2,3,"active_promoter"
"LOC123385370","lncRNA","NC_058372.1",40886529,40894821,"-",40893197,40895079,1883,1,1,1,1,1,2,0,"active_promoter"
"RPL7L1","protein_coding","NC_058372.1",40894983,40900011,"+",40893197,40895079,1883,1,1,1,1,2,2,0,"active_promoter"
"CB2H6orf226","protein_coding","NC_058372.1",40902050,40902968,"-",40902717,40917699,14983,1,2,1,2,1,2,1,"active_promoter"
"PTCRA","protein_coding","NC_058372.1",40912216,40918298,"+",40902717,40917699,14983,0,2,0,2,0,2,2,"distal_enhancer_only"
"CNPY3","protein_coding","NC_058372.1",40921357,40930986,"+",40921261,40941871,20611,1,2,3,2,1,2,0,"active_promoter"
"PEX6","protein_coding","NC_058372.1",40941348,40956449,"-",40956366,40960867,4502,1,2,1,2,1,2,1,"active_promoter"
"GNMT","protein_coding","NC_058372.1",40942040,40944855,"+",40941871,40943708,1838,1,1,1,1,1,2,0,"active_promoter"
"PPP2R5D","protein_coding","NC_058372.1",40960870,40982347,"+",40960867,40979634,18768,1,1,1,3,1,2,2,"active_promoter"
"MEA1","protein_coding","NC_058372.1",40982234,40984035,"-",40984023,40984602,580,1,1,1,1,2,2,0,"active_promoter"
"KLHDC3","protein_coding","NC_058372.1",40984140,40995650,"+",40984023,40984602,580,1,1,1,1,2,2,0,"active_promoter"
"LOC123385371","protein_coding","NC_058372.1",40990592,40992303,"+",40984602,40991024,6423,1,2,1,2,1,2,1,"active_promoter"
"CUL7","protein_coding","NC_058372.1",41000065,41014864,"-",41014450,41023403,8954,1,2,1,2,1,2,1,"active_promoter"
"MRPL2","protein_coding","NC_058372.1",41015056,41019955,"-",41014450,41023403,8954,1,2,1,2,0,2,1,"active_promoter"
"KLC4","protein_coding","NC_058372.1",41020283,41033505,"+",41014450,41023403,8954,1,2,1,2,0,2,1,"active_promoter"
"PTK7","protein_coding","NC_058372.1",41034689,41097587,"+",41028080,41034866,6787,1,1,1,1,1,2,0,"active_promoter"
"SRF","protein_coding","NC_058372.1",41103649,41113455,"+",41103365,41105802,2438,1,1,1,1,1,2,0,"active_promoter"
"LOC123385372","lncRNA","NC_058372.1",41105323,41107076,"-",41105802,41114023,8222,1,2,1,2,0,2,1,"active_promoter"
"CUL9","protein_coding","NC_058372.1",41114004,41150952,"+",41105802,41114023,8222,1,2,1,2,1,2,1,"active_promoter"
"DNPH1","protein_coding","NC_058372.1",41151387,41153926,"-",41139100,41158730,19631,1,1,1,1,0,2,0,"active_promoter"
"LOC123385374","lncRNA","NC_058372.1",41166932,41172005,"-",41158730,41173481,14752,1,2,1,1,1,2,0,"active_promoter"
"TTBK1","protein_coding","NC_058372.1",41169705,41210376,"+",41158730,41173481,14752,1,2,0,1,0,2,1,"primed_promoter"
"LOC123385375","lncRNA","NC_058372.1",41190617,41198085,"-",41182158,41206460,24303,2,2,1,2,0,2,1,"active_promoter"
"LOC123385373","protein_coding","NC_058372.1",41208763,41210376,"+",41206460,41266978,60519,1,4,1,7,0,2,6,"active_promoter"
"SLC22A7","protein_coding","NC_058372.1",41217229,41224058,"+",41206460,41266978,60519,0,4,0,7,0,2,7,"distal_enhancer_only"
"CRIP3","protein_coding","NC_058372.1",41224354,41235271,"-",41206460,41266978,60519,0,4,1,7,0,2,6,"distal_enhancer_only"
"ZNF318","protein_coding","NC_058372.1",41234573,41278094,"-",41278053,41317165,39113,1,1,1,1,1,2,0,"active_promoter"
"LOC111560705","snRNA","NC_058372.1",41293179,41293357,"-",41278053,41317165,39113,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123385376","lncRNA","NC_058372.1",41309037,41325869,"-",41317165,41330417,13253,0,0,0,0,0,2,0,"no_active_mark"
"ABCC10","protein_coding","NC_058372.1",41328091,41355842,"+",41317165,41330417,13253,0,0,0,0,0,2,0,"no_active_mark"
"DLK2","protein_coding","NC_058372.1",41355767,41360384,"-",41359766,41376800,17035,1,2,1,2,1,2,1,"active_promoter"
"TJAP1","protein_coding","NC_058372.1",41376667,41400979,"+",41359766,41376800,17035,1,2,1,2,1,2,1,"active_promoter"
"LRRC73","protein_coding","NC_058372.1",41401436,41404889,"-",41404608,41410871,6264,1,2,1,2,1,2,1,"active_promoter"
"YIPF3","protein_coding","NC_058372.1",41405849,41410892,"-",41410871,41430364,19494,1,1,1,1,1,2,0,"active_promoter"
"POLR1C","protein_coding","NC_058372.1",41410944,41414936,"+",41410871,41430364,19494,1,1,1,1,1,2,0,"active_promoter"
"XPO5","protein_coding","NC_058372.1",41415980,41464845,"-",41464843,41498332,33490,1,1,1,1,1,2,0,"active_promoter"
"POLH","protein_coding","NC_058372.1",41464926,41505726,"+",41464843,41498332,33490,1,1,1,1,1,2,0,"active_promoter"
"GTPBP2","protein_coding","NC_058372.1",41489639,41513810,"-",41498332,41514165,15834,1,1,1,2,1,2,1,"active_promoter"
"MAD2L1BP","protein_coding","NC_058372.1",41511389,41522804,"+",41498332,41514165,15834,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC123385377","lncRNA","NC_058372.1",41524103,41525257,"-",41517563,41525644,8082,0,1,0,1,1,2,1,"distal_enhancer_only"
"RSPH9","protein_coding","NC_058372.1",41524831,41537916,"+",41517563,41525644,8082,0,1,0,1,0,2,1,"distal_enhancer_only"
"MRPS18A","protein_coding","NC_058372.1",41538339,41555004,"-",41535592,41555070,19479,1,1,1,3,1,2,2,"active_promoter"
"LOC109500162","lncRNA","NC_058372.1",41594481,41604925,"-",41596059,41616347,20289,0,0,0,1,0,2,1,"distal_enhancer_only"
"VEGFA","protein_coding","NC_058372.1",41639966,41658287,"+",41630857,41641283,10427,0,1,0,0,0,2,0,"no_active_mark"
"LOC109499677","lncRNA","NC_058372.1",41667479,41671547,"-",41648534,41678395,29862,0,2,1,5,0,2,4,"distal_enhancer_only"
"LOC123385378","lncRNA","NC_058372.1",41675109,41677497,"-",41648534,41678395,29862,1,2,2,5,1,2,3,"active_promoter"
"LOC109500164","lncRNA","NC_058372.1",41783954,41787026,"-",41775989,41806958,30970,0,1,0,8,0,2,8,"distal_enhancer_only"
"LOC109500165","lncRNA","NC_058372.1",41854287,41859359,"-",41827227,41871142,43916,0,2,0,7,0,2,7,"distal_enhancer_only"
"LOC123385379","lncRNA","NC_058372.1",41873708,41882599,"-",41872538,41910424,37887,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC123385380","lncRNA","NC_058372.1",41913430,41918930,"-",41910424,41931923,21500,0,0,0,2,0,2,2,"distal_enhancer_only"
"MRPL14","protein_coding","NC_058372.1",41993289,42007173,"-",42006977,42008053,1077,1,1,1,1,2,2,0,"active_promoter"
"TMEM63B","protein_coding","NC_058372.1",42007259,42031557,"+",42006977,42008053,1077,1,1,1,1,2,2,0,"active_promoter"
"CAPN11","protein_coding","NC_058372.1",42037234,42055263,"+",42028321,42041934,13614,0,0,0,0,0,2,0,"no_active_mark"
"MYMX","protein_coding","NC_058372.1",42084117,42088785,"+",42075857,42088987,13131,0,1,1,2,0,2,1,"distal_enhancer_only"
"SLC29A1","protein_coding","NC_058372.1",42092788,42102983,"+",42090958,42093181,2224,1,1,0,0,2,2,0,"primed_promoter"
"LOC109499681","lncRNA","NC_058372.1",42104655,42107703,"-",42106722,42107928,1207,1,1,1,1,1,2,0,"active_promoter"
"LOC123385381","lncRNA","NC_058372.1",42112805,42114351,"-",42114009,42114879,871,1,1,1,1,3,2,0,"active_promoter"
"HSP90AB1","protein_coding","NC_058372.1",42114494,42120528,"+",42114009,42114879,871,1,1,1,1,2,2,0,"active_promoter"
"SLC35B2","protein_coding","NC_058372.1",42120782,42124286,"-",42115301,42124429,9129,1,2,2,2,2,2,0,"active_promoter"
"NFKBIE","protein_coding","NC_058372.1",42124892,42132473,"-",42132370,42134828,2459,1,1,1,1,2,2,0,"active_promoter"
"TMEM151B","protein_coding","NC_058372.1",42138056,42146130,"+",42134828,42138363,3536,1,1,1,1,1,2,0,"active_promoter"
"TCTE1","protein_coding","NC_058372.1",42145422,42165119,"-",42163895,42169980,6086,1,1,0,1,0,2,1,"primed_promoter"
"AARS2","protein_coding","NC_058372.1",42165307,42177905,"-",42177879,42181079,3201,1,2,1,2,1,2,1,"active_promoter"
"LOC111560655","snRNA","NC_058372.1",42184215,42184318,"-",42181079,42203550,22472,0,1,0,1,0,2,1,"distal_enhancer_only"
"SPATS1","protein_coding","NC_058372.1",42204907,42232773,"+",42203550,42237355,33806,1,2,1,3,1,2,2,"active_promoter"
"CDC5L","protein_coding","NC_058372.1",42237487,42284833,"+",42237355,42272568,35214,1,1,1,3,1,2,2,"active_promoter"
"LOC123385382","lncRNA","NC_058372.1",42460553,42464099,"-",42459014,42480653,21640,0,1,0,0,0,2,0,"no_active_mark"
"SUPT3H","protein_coding","NC_058372.1",42627902,43172070,"-",43171886,43208372,36487,1,2,1,2,1,2,1,"active_promoter"
"LOC111560466","lncRNA","NC_058372.1",42753560,42765700,"+",42503560,42857864,354305,0,0,0,0,0,1,0,"no_active_mark"
"RUNX2","protein_coding","NC_058372.1",43116922,43446949,"+",42866922,43171886,304965,0,3,0,2,0,1,2,"distal_enhancer_only"
"LOC109499686","lncRNA","NC_058372.1",43325181,43326137,"-",43210475,43433704,223230,0,3,0,9,0,2,9,"distal_enhancer_only"
"LOC109499688","lncRNA","NC_058372.1",43603920,43615661,"+",43531589,43676158,144570,0,0,0,1,0,2,1,"distal_enhancer_only"
"CLIC5","protein_coding","NC_058372.1",43668546,43774719,"-",43773487,43783017,9531,1,1,1,1,0,2,0,"active_promoter"
"LOC123385383","lncRNA","NC_058372.1",43774827,43781960,"+",43773487,43783017,9531,1,1,1,1,1,2,0,"active_promoter"
"LOC111560657","snRNA","NC_058372.1",43777908,43778015,"+",43773487,43783017,9531,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC111560467","lncRNA","NC_058372.1",43782063,43819987,"+",43773487,43783017,9531,0,1,0,1,0,2,1,"distal_enhancer_only"
"ENPP4","protein_coding","NC_058372.1",43865084,43879459,"+",43844758,43865300,20543,1,1,1,1,1,2,0,"active_promoter"
"ENPP5","protein_coding","NC_058372.1",43887641,43899658,"-",43899493,43943553,44061,1,1,2,4,1,2,2,"active_promoter"
"RCAN2","protein_coding","NC_058372.1",43942977,44217028,"-",44217011,44278433,61423,1,1,1,3,1,2,2,"active_promoter"
"CYP39A1","protein_coding","NC_058372.1",44262658,44358346,"-",44325622,44358663,33042,2,1,3,2,1,2,0,"active_promoter"
"LOC111560635","snRNA","NC_058372.1",44321488,44321592,"+",44278433,44325622,47190,0,0,0,0,0,2,0,"no_active_mark"
"SLC25A27","protein_coding","NC_058372.1",44358549,44389947,"+",44325622,44358663,33042,1,1,2,2,1,2,0,"active_promoter"
"TDRD6","protein_coding","NC_058372.1",44394820,44410511,"+",44392927,44418832,25906,1,1,0,0,1,2,0,"primed_promoter"
"PLA2G7","protein_coding","NC_058372.1",44418201,44458092,"-",44418832,44474623,55792,1,1,1,3,0,2,2,"active_promoter"
"LOC109499693","lncRNA","NC_058372.1",44425095,44425907,"+",44418832,44474623,55792,0,1,0,3,0,2,3,"distal_enhancer_only"
"ANKRD66","protein_coding","NC_058372.1",44468145,44482591,"+",44418832,44474623,55792,0,1,0,3,0,2,3,"distal_enhancer_only"
"MEP1A","protein_coding","NC_058372.1",44512422,44549346,"+",44496880,44529683,32804,0,0,0,2,0,2,2,"distal_enhancer_only"
"LOC123385384","lncRNA","NC_058372.1",44555948,44560837,"+",44555054,44566687,11634,1,1,1,1,1,2,0,"active_promoter"
"ADGRF5","protein_coding","NC_058372.1",44563019,44663762,"-",44566687,44702370,135684,1,7,2,20,0,2,18,"active_promoter"
"ADGRF1","protein_coding","NC_058372.1",44709680,44751331,"-",44702370,44755691,53322,0,0,0,1,0,2,1,"distal_enhancer_only"
"LOC123385385","lncRNA","NC_058372.1",44773711,44779499,"+",44755691,44791629,35939,0,0,0,3,0,2,3,"distal_enhancer_only"
"TNFRSF21","protein_coding","NC_058372.1",44904496,44977605,"-",44977361,45044099,66739,1,3,1,5,1,2,4,"active_promoter"
"LOC109500171","lncRNA","NC_058372.1",45013921,45031054,"-",44977361,45044099,66739,0,3,1,5,0,2,4,"distal_enhancer_only"
"LOC109500172","lncRNA","NC_058372.1",45033820,45036136,"+",44977361,45044099,66739,0,3,1,5,0,2,4,"distal_enhancer_only"
"LOC101091111","protein_coding","NC_058372.1",45078702,45080011,"+",45044099,45106513,62415,0,2,0,2,0,2,2,"distal_enhancer_only"
"CD2AP","protein_coding","NC_058372.1",45106636,45247227,"+",45106513,45113252,6740,1,1,1,2,1,2,1,"active_promoter"
"ADGRF2","protein_coding","NC_058372.1",45281263,45323903,"+",45251307,45347943,96637,0,0,0,0,0,2,0,"no_active_mark"
"ADGRF4","protein_coding","NC_058372.1",45325075,45348951,"+",45251307,45347943,96637,0,0,0,0,0,2,0,"no_active_mark"
"OPN5","protein_coding","NC_058372.1",45418726,45446586,"+",45361219,45424732,63514,0,0,0,0,0,2,0,"no_active_mark"
"PTCHD4","protein_coding","NC_058372.1",45505489,45686972,"-",45436972,45936972,500001,1,1,0,0,0,0,0,"primed_promoter"
"LOC109499697","lncRNA","NC_058372.1",45601292,45623415,"+",45424732,45851292,426561,0,1,0,0,0,1,0,"no_active_mark"
"LOC109499696","lncRNA","NC_058372.1",45686866,45717223,"+",45436866,45936866,500001,1,1,0,0,0,0,0,"primed_promoter"
